review,result,min,max,stars tag
"['Update: 29/4/2021 Ανακάλυψα ότι η τηλεόραση έχει optical audio out και όχι το κλασσικό 3.5 για ακουστικά . Οπότε έπρεπε να πάρω ξεχωριστό μετατροπέα για να κάνει το σήμα σε red/white splitter που με την σειρά του γινόταν σε 3.5 . Βασικά πολύ φασαρία για headset, εάν θέλετε να συνδέσετε ακουστικά στην τηλεόραση αυτή καλύτερα να δώσετε 40-60 ευρώ παραπάνω να πάρετε άλλο μοντέλο\n\nΠροσωπικά έψαχνα μια τηλεόραση για να έχω σαν 3η οθόνη για τον υπολογιστή και να βλέπω ταινίες πιο άνετα έτσι, έχω και το παλιό μου Xbox συνδεδεμένο χωρίς πρόβλημα. Δεν είμαι και περίεργος τύπος όσο αφοράει την εικόνα και μου φαίνεται μια χαρά για τα λεφτά της. Ταινίες ,σειρές και μερικά παιχνίδια που παίζω σε αυτήν(έχω χειριστήριο στο pc συνδεδεμένο) τουλάχιστον αυτά που έχω δοκιμάσει ,είναι μια χαρά οικονομική λύση για όποιον δεν είναι περίεργος και απαιτητικός . Ο ήχος είναι απλά ΟΚ. Τηλεόραση είναι όχι ηχοσύστημα ,οπότε δεν κάνω παράπονο.']",1,-2,3,1
"['Την έχω τώρα 3 μέρες (43""). Τέλεια εικόνα, ιδιαίτερα στα HD κανάλια, τα χρώματά της ζωντανά και με ρύθμιση για ξεκούραστα μάτια το βράδυ εφόσον το θελήσουμε.\nΟ ήχος της δεν είναι και ο τελειότερος, όχι ότι δεν ακούγεται κιόλας! Προσωπικά τον θεωρώ ικανοποιητικό και δε μου λείπει κάτι περισσότερο.\nΔεν είναι smartTV. Ο λόγος που δεν ήθελα κάτι τέτοιο είναι ότι ήδη είχα το chromecast της google (Θεωρώ ότι είναι πολύ πιο εύχρηστο από μία smart τηλεόραση), το οποίο συνέδεσα σε μία από τις HDMI θύρες, παίρνοντας ρεύμα από τη USB θύρα της τηλεόρασης. \nΤέλος, δε βρήκα κάτι μεμπτό ως προς την ποιότητα κατασκευής της.\n\nΕάν συναντήσω κάποιο πρόβλημα στο μέλλον, που να αξίζει δημοσίευσης προς ενημέρωση, θα επανέλθω.']",-1,-2,1,1
['Είναι τέλεια ιδικά για gaming είναι ότι πρέπει και αξίζει τα λεφτά!!'],1,-1,3,1
['Πραγματικά VFM !!!\nΔεν την έχω συντονίσει ακόμα με κανάλια μιας και προς το παρόν είναι για χρήση με laptop!\nΘα επανέλθω με συμπληρωματική αξιολόγηση όταν τη συντονίσω!!! \nΠρός το παρόν είναι άψογη!!!'],0,-1,1,1
['οτι χειρότερο!  ενω λεει για νετφλιξ δεν ανοιξε ποτε δεν μπορεις ν τ συνδεσεις με καμια αλλη συσκευη!'],-1,-2,1,-1
['το μόνο καλό είναι ότι είναι φθηνό 219 ευρώ που το πήρα το play store δεν λειτουργεί δεν μπορείς να κατεβάσεις προγράμματα τα χρώματα του δεν αξίζουνε πολύ θολά όλο αυτό μέσα σε μία εβδομάδα που το έχω πάρει για πιο μετά δεν ξέρω εάν το θέλετε χωρίς το play store μόνο για YouTube δηλαδή αξίζει σαν δεύτερη τηλεόραση'],1,-2,3,-1
['Είναι οριακή η ram και η κεραία του WiFi δεν είναι η καλύτερη. Σε σημείο που το κινητό μπαίνει μια χαρά η τηλεόραση δυσκολεύεται. Κατά τα άλλα είναι μια χαρά'],1,-2,3,1
"['Απορυθμίζονται τα κανάλια, χάνει την εικόνα ενώ ακούγεται ο ήχος, χάνεται η σύνδεση με το τηλεκοντρόλ. Δεν αξίζει τα χρήματά της, πολύ κακή ποιότητα. Εάν τη βγάλεις από τη πρίζα και την ξανασυνδέσεις μπορεί να επανέλθει αλλά μετά από λίγο ξαναχαλάνε όλα. Ελαττωματική από τη πρώτη εβδομάδα χρήσης. Αναμένω την αντικατάστασή της.']",-1,-2,1,-1
"['Η ΤΗΛΕΟΡΑΣΗ ΕΙΝΑΙ ΑΠΑΡΑΔΕΚΤΗ.\n\nΤην αγορασα απο φυσικό καταστημα θεωρώντας την τρομερη προσφορα. Στην αρχη ημουν ενθουσιασμενη με την πολυ καλη εικονα, τον ηχο και τις android λειτουργίες.  Αυτο μεχρι τη 2η μερα που αρχισε να κολλαει φρικτα στα καναλια της ΕΡΤ1 και ΕΡΤ2. Δεν εκλεινε, δεν άλλαζε καναλια, δεν έκανε τιποτα απολυτως μεχρι να τη βγαλω απο την πριζα. Αυτο εγινε πολλες φορες. Μου την αντικατεστησαν αμεσως και ερχεται η δεύτερη εξισου ελλατωματικη. Είχε μια θολούρα στη μέση η οποία σε ολες τις σκοτεινες σκηνές εδειχνε ασχημα. Επικοινωνώ ξανα με το καταστημα ωστε να γινει τουλαχιστον 2η αυτικατασταση. Μεχρι που αρχισε και η δευτερη να κολλάει στα καναλια. Τα ιδια παλι. Δεν αλλαζε, δεν εκλεινε ή ανοιγοκλεινε μονη της συνεχεια. Εκει καταλαβα οτι προκειται για ελλατωματικη παρτίδα και οτι χανω το χρονο μου. Επειτα απο επικοινωνια με το καταστημα, μου δωσανε το τηλ της Toshiba ωστε να αιτηθω επιστροφη χρηματων , κατανοωντας απολυτα την αγανακτιση μου. Στην τηλεφωνικη επικοινωνια μου με την Τoshiba, κανανε οτι δεν καταλαβαινανε και μαλιστα θελανε να παω την τηλεοραση για service. Τελικα θα παρουμε τα χρηματα μας πισω μετα απο μεσολάβηση του καταστήματος απο όπου την αγορασαμε. Να ειναι καλα τα παιδια. \nΜΑΚΡΙΑ. ΔΕΝ ΑΞΙΖΕΙ ΟΥΤΕ ΤΟ 1 ΕΥΡΩ.']",1,-2,3,-1
['Ανάθεμα την ώρα και τη στιγμή που την αγόρασα!! Μιλησα και με την εταιρεία αλλά άδικος κόπος..ΜΑΚΡΙΆ!!'],-1,-2,1,-1
"['Μακάρι να υπήρχε λιγότερο από 1 αστέρι για να βάλω ! Ότι χειρότερο ,μην την αγοράσετε δεν αξίζει ούτε το 1€ από όσα έδωσα .Η εικόνα κάκιστη,η κατασκευή φθηνιαρικη λες και είναι ψεύτικη και η σύνδεση στο ίντερνετ ότι χειρότερο !!']",-1,-3,2,-1
"['Θα πω το εξής. Έχει ακριβώς το ίδιο menu και τηλεχειριστήριο με την ολοκαίνουργια  4Κ Turbo-x 55 ιντσών του αδερφού μου και επίσης Κίνα. Το τηλεχειριστήριο δεν πιάνει πάντα και πρέπει να είναι πάντοτε στην ευθεία.  Μόνο η μάρκα που γράφει στο πλαστικό αλλάζει. Σαν εικόνα, χρώματα κλπ πολύ καλή στην ευθεία αλλά όχι υπό γωνία. Ο ήχος τραγικός και απαράδεκτος. Μετά την εκκίνηση ή restart η συσκευή θέλει κάποια λεπτά να της δώσετε (τουλάχιστον 1-2 λεπτά) για να λειτουργήσει ομαλά αλλιώς θα θα υποστείτε τις συνέπειες (κολλήματα). Όσοι έχουν  χρησιμοποιήσει γρήγορα android box ίσως τους κακοφανεί η ταχύτητα στη χρήση των προγραμμάτων. Στα μείον επίσης η εσωτερική  χωρητικότητα που είναι 4,3 GB. Μόνο το KODI θέλει 0,5 GB έως 1Gb χώρο (εμένα μου τρώει μόνο 432Mb χωρίς να το έχω φορτώσει add-on). Έχει 2 θύρες USB (όχι Version 3.0), Hbb τεχνολογία, Full HD, HDR, PVR. Οπότε τα συμπεράσματα δικά σας.']",-1,-2,1,0
"['Αγορασμένη σε black friday 199euro. Πολύ καλή εικόνα, εξαιρετικό δυνατότητες λόγω android tv. Μέτριες γωνίες θέασης και ηχο. Ενημερωτικά, από πλευράς ποιότητας εικονας είναι αντίστοιχη με την lg 6300m. Αρκετές ρυθμίσεις καλό μαύρο. \n\nΑμέσως έβαλα εξωτερικό σκληρό δίσκο τον οποίο αναγνώρισε και χρησιμοποιείται σαν εσωτερικός αποθηκευτικός χώρος του συστήματος.  Επιπλεον, έχει chromecast  ενσωματωμένο. \n\nΑναμφίβολα είναι value for money. Αυτή τη στιγμή δεν νομίζω ότι βρίσκεις εύκολα andoid tv, fullhd, hdr, bluetooth, wifi στα 200€.']",1,-2,3,1
